1;6;1;1;
2;69;1;1;
3;1;1;1;
4;22;1;1;
5;76;1;1;
6;59;1;1;
7;78;1;1;
8;17;1;1;
9;53;1;1;
10;55;1;1;
11;75;1;1;
12;21;1;1;
13;10;1;1;
14;51;1;1;
15;23;1;1;
16;25;1;1;
17;9;1;1;
18;33;1;1;
19;25;1;1;
20;5;1;1;
21;24;1;1;
22;5;1;1;
23;3;1;1;
24;83;1;1;
25;96;1;1;
26;27;1;1;
27;4;1;1;
28;31;1;1;
29;8;1;1;
30;39;1;1;
31;20;1;1;
32;85;1;1;
33;34;1;1;
34;70;1;1;
35;71;1;1;
36;40;1;1;
37;12;1;1;
38;48;1;1;
39;5;1;1;
40;19;1;1;
41;36;1;1;
42;45;1;1;
43;64;1;1;
44;60;1;1;
45;46;1;1;
46;42;1;1;
47;43;1;1;
48;95;1;1;
49;39;1;1;
50;97;1;1;
51;56;1;1;
52;94;1;1;
53;13;1;1;
54;67;1;1;
55;90;1;1;
56;39;1;1;
57;1;1;1;
58;2;1;1;
59;52;1;1;
60;54;1;1;
61;43;1;1;
62;15;1;1;
63;14;1;1;
64;26;1;1;
65;2;1;1;
66;28;1;1;
67;53;1;1;
68;37;1;1;
69;55;1;1;
70;68;1;1;
71;35;1;1;
72;72;1;1;
73;44;1;1;
74;66;1;1;
75;63;1;1;
76;74;1;1;
77;62;1;1;
78;32;1;1;
79;87;1;1;
80;57;1;1;
81;58;1;1;
82;84;1;1;
83;11;1;1;
84;88;1;1;
85;81;1;1;
86;92;1;1;
87;74;2;1;
88;73;2;1;
89;29;2;1;
90;38;2;1;
